0.2,0.214315204624876,0.014315204624876
0.21,0.224094406665438,0.0140944066654383
0.22,0.232986865445726,0.0129868654457259
0.23,0.244328210319324,0.014328210319324
0.24,0.249614248468409,0.00961424846840855
0.25,0.26147832295923,0.01147832295923
0.26,0.271082585475579,0.0110825854755789
0.27,0.281536064098101,0.0115360640981007
0.28,0.289517848012325,0.00951784801232541
0.29,0.298582214150005,0.00858221415000465
0.3,0.305544592769656,0.00554459276965574
0.31,0.314086882903098,0.004086882903098
0.32,0.325188151996967,0.00518815199696732
0.33,0.334579059822405,0.00457905982240481
0.34,0.34557748163562,0.00557748163562011
0.35,0.355828305308517,0.0058283053085168
0.36,0.361910332382105,0.00191033238210497
0.37,0.372422410148738,0.00242241014873795
0.38,0.383196965402611,0.00319696540261089
0.39,0.392219838891957,0.00221983889195659
0.4,0.401349632248572,0.00134963224857182
0.41,0.410657648716182,0.000657648716181514
0.42,0.417622312868656,-0.00237768713134362
0.43,0.428879420099833,-0.00112057990016695
0.44,0.436337939463163,-0.0036620605368366
0.45,0.445840501982962,-0.00415949801703819
0.46,0.452602659218417,-0.00739734078158261
0.47,0.462835681897184,-0.00716431810281615
0.48,0.47232909132169,-0.00767090867831011
0.49,0.48289309994714,-0.00710690005285958
0.5,0.493619381544442,-0.00638061845555843
0.51,0.503364466713022,-0.00663553328697786
0.52,0.511282821102178,-0.00871717889782198
0.53,0.518770979368689,-0.0112290206313106
0.54,0.529030852604921,-0.0109691473950793
0.55,0.53977846424091,-0.0102215357590898
0.56,0.550850520217402,-0.00914947978259795
0.57,0.557341306690016,-0.0126586933099844
0.58,0.570757174465024,-0.00924282553497613
0.59,0.581605320294947,-0.00839467970505337
0.6,0.591764670207519,-0.00823532979248109
0.61,0.604732525015959,-0.00526747498404134
0.62,0.616631550228773,-0.0033684497712273
0.63,0.63027343630919,0.000273436309190189
0.64,0.640307352763311,0.000307352763310509
0.65,0.65066860799911,0.000668607999109727
0.66,0.664879051017742,0.00487905101774244
0.67,0.679266826045601,0.00926682604560114
